App,Rating,Installs,Price,"DSLU (days since dec 1, 202)",Reviews,Size,Type,Current Ver,Android Ver,Category,Genres,Content Rating
Live Camera Viewer â˜… World Webcam & IP Cam Streams,4,10000000,0,1699,64164,3.6,Free,1.9,4.1 and up,TRAVEL_AND_LOCAL,Travel & Local,Everyone
Body scanner (prank),3.3,1000000,0,2373,16063,3.8,Free,3,2.3 and up,FAMILY,Casual,Teen
AP Mobile - Breaking News,4.5,1000000,0,2016,76616,4.6,Free,4.4.3,4.0 and up,NEWS_AND_MAGAZINES,News & Magazines,Everyone 10+
AP ENPS Mobile,4.1,5000,0,2459,22,545000,Free,8.0.0130,4.4 and up,PRODUCTIVITY,Productivity,Everyone
APÂ® Guide,5,1000,0,1949,3,2.1,Free,1.3,4.0.3 and up,FAMILY,Education,Everyone
WiFi Access Point (hotspot),3.9,100000,0,2758,684,61000,Free,1.1.2,2.3 and up,COMMUNICATION,Communication,Everyone
AP Mobile,4.6,10000,0,1836,117,1.30E+07,Free,1.03,6.0 and up,FAMILY,Education,Everyone
AP Manager,4,10000,0,2768,177,2.8,Free,1.0.8,2.3 and up,TOOLS,Tools,Everyone
AP App for Androidâ„¢,3.6,10000,0,2394,188,9.9,Free,1,4.0 and up,NEWS_AND_MAGAZINES,News & Magazines,Everyone
Access Point Finder,4,10000,0,2277,22,2.5,Free,1,3.0 and up,LIFESTYLE,Lifestyle,Everyone
AP English Language: Practice Tests and Flashcards,4.5,5000,0,1612,19,5.4,Free,1.6.7.1,4.1 and up,FAMILY,Education,Everyone
AP Planner,2.9,5000,0,2677,45,1.3,Free,1.1,2.1 and up,FAMILY,Education,Everyone
Access Point Browser,4.2,1000,0,1896,25,2.5,Free,3.11,4.3 and up,TOOLS,Tools,Everyone
AP Installer,4.5,5000,0,1595,23,283000,Free,13,3.2 and up,TOOLS,Tools,Everyone
Study AP World History,4.6,10000,0,2327,513,1.6,Free,1.1.2,4.0.3 and up,FAMILY,Education,Everyone
UniFi,4.7,500000,0,1590,11018,2.50E+07,Free,1.7.0,4.1 and up,TOOLS,Tools,Everyone
Ap Video Downloader for fb New 2018,4.2,100000,0,1584,676,5.4,Free,3.0.188,4.0.3 and up,TOOLS,Tools,Everyone
AP Government Review,4.7,1000,2.99,2088,3,1.5,Paid,1.1,4.0.3 and up,FAMILY,Education,Everyone
"ap,wifi testing,iperf,ping,android,Bluetooth,tcp",4.7,10,2.99,1649,3,5.3,Paid,1.0.15,4.4 and up,TOOLS,Tools,Everyone
HotSpot Tethering Free/WiFi AP,3.9,100000,0,2271,478,2,Free,2.003,2.3 and up,TOOLS,Tools,Everyone
AP Chemistry Prep: Practice Tests and Flashcards,4.7,10000,0,1612,55,5.4,Free,1.6.7.1,4.1 and up,FAMILY,Education,Everyone
AP Flashcards,3.7,10000,0,2650,88,4.10E+07,Free,1.3.14,3.1 and up,FAMILY,Education,Everyone
AP World History: Practice Tests and Flashcards,4.8,5000,0,1612,21,5.4,Free,1.6.7.1,4.1 and up,FAMILY,Education,Everyone
Access Point Names,4,10000,0,3033,138,2.4,Free,1,2.3.3 and up,COMMUNICATION,Communication,Everyone
"AP Biology Prep: Practice Tests, Flashcards",4.6,10000,0,1612,87,5.4,Free,1.6.7.1,4.1 and up,FAMILY,Education,Everyone
AP Biology Study Guide + Quiz,4.4,10000,0,2445,105,9,Free,1.5.1,4.1 and up,FAMILY,Education,Everyone
Reuters News,4.3,1000000,0,1639,13166,2.50E+07,Free,3.4.4,4.1 and up,NEWS_AND_MAGAZINES,News & Magazines,Everyone 10+
500 AP World History Questions,4.7,100,9.99,3317,7,1.2,Paid,1.2,1.6 and up,FAMILY,Education,Everyone
AP Themes for Kustom/KLWP,3.6,500,1.49,1917,5,4.50E+07,Paid,1.8.2,4.4 and up,PERSONALIZATION,Personalization,Everyone
AP Physics 1 Prep: Practice Tests and Flashcards,4.4,5000,0,1612,29,5.3,Free,1.6.7.1,4.1 and up,FAMILY,Education,Everyone
Fate GO Ap Counter,4.6,1000,0,1777,70,3.2,Free,1.1.4,4.1 and up,TOOLS,Tools,Everyone
iScore5 AP Psych,2.9,100,4.99,2046,10,7.30E+07,Paid,2,4.0.3 and up,FAMILY,Educational,Everyone
AP Psychology Prep: Practice Tests and Flashcards,4.5,50000,0,1612,242,5.4,Free,1.6.7.1,4.1 and up,FAMILY,Education,Everyone
meStudying: AP English Lit,5,10,4.99,3379,1,655000,Paid,1.3,2.0.1 and up,FAMILY,Education,Everyone
APN Settings,3.7,1000000,0,1581,3743,5.6,Free,6.4,4.1 and up,TOOLS,Tools,Everyone
AP Math & Computer Science,3.7,5000,0,2692,37,9.5,Free,2.16,2.3 and up,FAMILY,Education,Everyone
AP Statistics Prep: Practice Tests and Flashcards,4.2,5000,0,1612,19,5.4,Free,1.6.7.1,4.1 and up,FAMILY,Education,Everyone
eChallan Andhra Pradesh (AP),3,1000,0,1750,5,2.6,Free,1.0.0.4,4.1 and up,SOCIAL,Social,Teen
AP Art History Flashcards,5,10,29.99,2508,1,9.60E+07,Paid,3.3,4.0 and up,FAMILY,Education,Mature 17+
True Skate,4.4,1000000,1.99,1580,129409,7.30E+07,Paid,1.5.1,4.0.3 and up,SPORTS,Sports,Everyone
AP European History: Practice Tests and Flashcards,4.7,1000,0,1612,7,5.4,Free,1.6.7.1,4.1 and up,FAMILY,Education,Everyone
AdventureQuest 3D MMO,4.3,1000000,0,1589,22667,3.50E+07,Free,1.10.1,4.4 and up,FAMILY,Role Playing,Teen
AdventureQuest Dragons,3.9,100000,0,1632,10114,4.80E+07,Free,1.0.63,4.0 and up,FAMILY,Casual,Everyone
Undead Assault,4.3,100000,0,2584,4704,3.70E+07,Free,1.4.6,2.3 and up,GAME,Arcade,Everyone 10+
Adventure Quest World Mobile Quiz,4.6,500,0,1780,28,2.60E+07,Free,3.1.6z,4.0.3 and up,FAMILY,Puzzle,Everyone
Aqw&3d Design Notes Manager,4.5,500,0,1934,11,2.9,Free,3,4.0.3 and up,FAMILY,Entertainment,Everyone
AQ Aspergers Test,3.9,10000,0,2605,265,714000,Free,1.4.0,2.3.3 and up,MEDICAL,Medical,Everyone
Guess the Class ðŸ”¥ AQW,4.7,1000,0,1856,57,1.20E+07,Free,1.0.0,4.1 and up,GAME,Word,Everyone
AQ Ria Retail,5,50,0,1703,4,5.20E+07,Free,1.1,4.1 and up,FAMILY,Education,Everyone
Wowkwis aq Ka'qaquj,5,10,0,1749,1,4.90E+07,Free,1,4.0.3 and up,FAMILY,Education;Education,Everyone
ClanHQ,2.7,10000,0,1590,560,3.70E+07,Free,1.0.21,4.4 and up,COMMUNICATION,Communication,Everyone
QuickShortcutMaker,4.6,1000000,0,3203,41000,2,Free,2.4.0,1.6 and up,PERSONALIZATION,Personalization,Everyone
Iron Blade,4.4,10000000,0,1597,161637,8.20E+07,Free,1.7.0m,4.0.3 and up,GAME,Action,Mature 17+
Dungeon Boss â€“ Strategy RPG,4.4,5000000,0,1709,218881,3.70E+07,Free,0.5.10011,4.0.3 and up,FAMILY,Role Playing,Everyone 10+
Questland: Turn Based RPG,4.6,1000000,0,1582,31134,4.80E+07,Free,1.10.6,4.1 and up,FAMILY,Role Playing,Everyone 10+
Order & Chaos 2: 3D MMO RPG,4.1,10000000,0,1606,242722,5.40E+07,Free,3.1.2b,4.0.3 and up,FAMILY,Role Playing,Teen
Dungeon Quest,4.5,5000000,0,1641,244039,4.60E+07,Free,3.0.5.2,4.0 and up,FAMILY,Role Playing,Everyone 10+
Dungeon Hunter 5 â€“ Action RPG,4.2,10000000,0,1624,720685,5.10E+07,Free,3.6.1a,4.0.3 and up,FAMILY,Role Playing,Teen
"Grow Stone Online : 2d pixel RPG, MMORPG game",4.7,1000000,0,1579,84389,4.80E+07,Free,1.375,4.0.3 and up,FAMILY,Role Playing,Everyone
Evil Apples: A Dirty Card Game,4.3,5000000,0,1596,137696,5.50E+07,Free,2.3.3,4.2 and up,GAME,Word,Mature 17+
Knightfallâ„¢ AR,4.2,10000,0,1720,254,2.50E+07,Free,1,7.0 and up,FAMILY,Strategy,Teen
Ghost Snap AR Horror Survival,3.8,100000,0,2171,898,3.30E+07,Free,1.2.3.1,2.3 and up,GAME,Adventure,Teen
The Walking Dead: Our World,4,1000000,0,1583,22435,1.00E+08,Free,1.1.0.3,5.0 and up,GAME,Action,Teen
Jurassic Worldâ„¢ Alive,4.3,5000000,0,1582,308944,7.00E+07,Free,1.3.15,4.4 and up,FAMILY,Simulation,Everyone 10+
Sketchfab,4.3,50000,0,1728,906,9.2,Free,0.46.0,4.4 and up,FAMILY,Entertainment,Mature 17+
Ingress,4.3,10000000,0,1625,391325,4.30E+07,Free,1.131.2,4.0 and up,GAME,Adventure,Everyone
My Tamagotchi Forever,4.3,1000000,0,1583,28735,9.10E+07,Free,1.12.0.1654,4.2 and up,FAMILY,Casual,Everyone
"Egg, Inc.",4.7,5000000,0,1632,580160,2.90E+07,Free,1.7.5,4.0.3 and up,FAMILY,Simulation,Everyone
Flat Pack,4.4,100000,0,1721,862,4.40E+07,Free,1.0.4,7.0 and up,GAME,Action,Everyone 10+
Crayola Color Blaster,3.8,1000,0,1724,17,3.00E+07,Free,1.5,7.0 and up,GAME,Arcade,Everyone
Guns of Boom - Online Shooter,4.6,10000000,0,1595,1226514,9.90E+07,Free,4.4.4,4.1 and up,GAME,Action,Teen
Guns Royale - Multiplayer Blocky Battle Royale,4.6,100000,0,1580,19070,9.00E+07,Free,1,Varies with device,GAME,Action,Everyone 10+
Build.com - Shop Home Improvement & Expert Advice,4.5,50000,0,1605,118,7.20E+07,Free,3.7.1,5.0 and up,HOUSE_AND_HOME,House & Home,Everyone
Wayfair - Shop All Things Home,4.5,5000000,0,1581,20247,4.70E+07,Free,4.70.30,4.1 and up,SHOPPING,Shopping,Everyone
NYTimes - Latest News,3.9,10000000,0,1583,63640,2.30E+07,Free,6.19.5,4.4 and up,NEWS_AND_MAGAZINES,News & Magazines,Everyone 10+
Stack It AR,3.8,100000,0,1616,1363,2.60E+07,Free,1.1.4,4.0 and up,GAME,Arcade,Everyone
"ARuler - AR Ruler app, Measure tools",4.3,100000,0,1581,1602,5,Free,1.1.7,7.0 and up,TOOLS,Tools,Everyone
Monster Park AR - Jurassic Dinosaurs in Real World,3.7,10000,0,1729,128,2.00E+07,Free,1.2.2.122,7.0 and up,FAMILY,Entertainment,Everyone
AR Remote Car,3.2,100000,0,1937,1354,3.00E+07,Free,2.14,4.0 and up,FAMILY,Simulation,Everyone
Solar System AR ( ARCore ),4,10000,0,1592,211,3.70E+07,Free,0.8.6,7.0 and up,FAMILY,Entertainment,Everyone
Super AR,3.8,10000,0,1809,410,2.80E+07,Free,2.1,4.0 and up,FAMILY,Entertainment,Teen
Spacecraft AR,4.4,10000,0,1617,83,8.50E+07,Free,1.2,7.0 and up,FAMILY,Education,Everyone
MCRAFT AR - EDITOR,3.4,5000,0,1621,131,2.20E+07,Free,1,4.1 and up,FAMILY,Simulation,Everyone
JengaÂ® AR,2.9,10000,0,1720,53,8.20E+07,Free,1.0.1,7.0 and up,FAMILY,Puzzle,Everyone
Nightenfell: Shared AR,4.5,1000,0.99,1710,20,6.50E+07,Paid,1.0.0,7.0 and up,GAME,Action,Everyone 10+
Portal AR - Step Into Scotland,3.7,5000,0,1641,25,4.30E+07,Free,1.4,7.0 and up,TRAVEL_AND_LOCAL,Travel & Local,Everyone
Arcraft - AR Sandbox,3.8,10000,0,2022,469,8.00E+07,Free,1.4,4.0 and up,GAME,Adventure,Everyone
Augment - 3D Augmented Reality,4.1,1000000,0,1739,25195,2.10E+07,Free,v3.4.0-3,4.0.3 and up,BUSINESS,Business,Everyone
Satellite AR,4.1,1000000,0,4088,9636,93000,Free,2.4,2.1 and up,BOOKS_AND_REFERENCE,Books & Reference,Everyone
Figment AR,3.7,5000,0,1605,22,9.00E+07,Free,1,7.0 and up,FAMILY,Entertainment,Everyone
AR Tank Battle,3.6,10000,0,2161,153,6.70E+07,Free,1.3,4.0 and up,GAME,Action,Everyone
Paint Space AR,3,1000,0,1730,17,3.20E+07,Free,1.1,7.0 and up,FAMILY,Entertainment,Everyone
"Just a Line - Draw Anywhere, with AR",4.1,100000,0,1646,1152,2.7,Free,2.0.0,7.0 and up,FAMILY,Entertainment,Everyone
AR Toybox - Augmented Reality Demos,3.8,1000,0,1932,20,3.60E+07,Free,1.0.2,4.1 and up,FAMILY,Simulation,Everyone
"Mind Map AR, Augmented Reality ARCore Mind Mapping",4.2,5000,0,1589,29,3.50E+07,Free,1.23,7.0 and up,PRODUCTIVITY,Productivity,Everyone
ã€Miku AR Cameraã€‘Mikuture,4.4,1000000,0,2046,36268,4.10E+07,Free,3.0.15,4.2 and up,FAMILY,Entertainment,Teen
Summer Camp Island AR,3.6,50000,0,1610,740,7.10E+07,Free,1.0.2,4.4 and up,FAMILY,Simulation,Everyone
AR Sport Cars,3.6,10000,0,2000,284,7.00E+07,Free,1,4.1 and up,FAMILY,Simulation,Everyone
AS - News and sports results.,3.7,1000000,0,1636,20879,2.20E+07,Free,5.1.13,4.1 and up,SPORTS,Sports,Everyone
MARCA - Diario LÃ­der Deportivo,3.9,5000000,0,1590,76340,1.40E+07,Free,6.3.3,4.1 and up,SPORTS,Sports,Everyone
AS GuÃ­a de las Ligas 2017-2018,4.1,100000,0,1904,4374,5.30E+07,Free,1.0.10,4.1 and up,SPORTS,Sports,Everyone
Sleep as Android Unlock,4.5,1000000,5.99,1618,23966,872000,Paid,20180608,4.0 and up,LIFESTYLE,Lifestyle,Everyone
Sleep as Android Gear Addon,2.8,100000,0,1738,961,1.3,Free,1.5,4.0 and up,HEALTH_AND_FITNESS,Health & Fitness,Everyone
Sleep as Android Garmin Addon,2.6,10000,0,1625,114,1.6,Free,20180620,2.3 and up,HEALTH_AND_FITNESS,Health & Fitness,Everyone
Sonic the Hedgehogâ„¢ Classic,4.4,10000000,0,1627,125652,5.60E+07,Free,3.3.0,4.2 and up,GAME,Action,Everyone
The Aether: Life as a God,4.1,100000,0,1725,1407,3.4,Free,1.0.5,4.0 and up,FAMILY,Role Playing,Everyone 10+
CAPTCHA Pack for Sleep as Android,4,50000,0,1637,448,3.1,Free,1.3,2.3 and up,LIFESTYLE,Lifestyle,Everyone
Pacific Navy Fighter C.E. (AS),4.3,500000,0,1586,11379,2.00E+07,Free,1.4,4.0.3 and up,GAME,Arcade,Everyone 10+
Lullaby Add-on for Sleep as Android,3.9,50000,1.99,1870,2057,6.2,Paid,2.4,4.0 and up,HEALTH_AND_FITNESS,Health & Fitness,Everyone
Sleep as Microsoft Band Add-On,3.5,1000,0,2504,28,121000,Free,1.0.0.8,4.2 and up,LIFESTYLE,Lifestyle,Everyone
Ninja Turtles: Legends,4.3,10000000,0,1809,344283,9.50E+07,Free,1.11.39,4.1 and up,FAMILY,Role Playing,Teen
Timely Alarm Clock,4.3,10000000,0,1893,258717,9.4,Free,1.3.1,4.0.3 and up,LIFESTYLE,Lifestyle,Everyone
My Boy! Free - GBA Emulator,4.3,10000000,0,1787,531074,2.5,Free,Varies with device,Varies with device,GAME,Arcade,Everyone
Choices: Stories You Play,4.6,10000000,0,1585,807155,9.30E+07,Free,2.3.5,4.0.3 and up,FAMILY,Simulation,Teen
Samsung Health,4.3,500000000,0,1584,480208,7.00E+07,Free,5.17.2.009,5.0 and up,HEALTH_AND_FITNESS,Health & Fitness,Everyone
WiFi Baby Monitor - NannyCam,4.1,5000000,0,2017,29867,1.7,Free,3.1.0 (build 1210),2.3.3 and up,VIDEO_PLAYERS,Video Players & Editors,Everyone
Maleficent Free Fall,4.4,10000000,0,1604,450013,3.70E+07,Free,5.9.0,4.2 and up,FAMILY,Puzzle,Everyone
Star Warsâ„¢: Force Arena,4.4,5000000,0,1596,228130,7.00E+07,Free,3.1.4,4.1 and up,FAMILY,Strategy,Everyone 10+
PS4 Second Screen,2.4,1000000,0,1632,11773,3.3,Free,18.6.2,4.1 and up,FAMILY,Entertainment,Everyone
Alarm Clock: Stopwatch & Timer,4.5,50000000,0,1637,870928,1.60E+07,Free,5.9.6,4.1 and up,PRODUCTIVITY,Productivity,Everyone
SAMURAI vs ZOMBIES DEFENSE,4.5,5000000,0,3423,407788,1.90E+07,Free,3.4.0,2.1 and up,GAME,Action,Everyone
Seen,4.5,1000000,0,1652,118285,2.20E+07,Free,1.2.1,4.1 and up,FAMILY,Simulation,Teen
Plants vs. Zombiesâ„¢ Heroes,4.4,10000000,0,1619,379245,6.80E+07,Free,1.28.01,4.1 and up,FAMILY,Casual;Action & Adventure,Everyone
AT&T THANKSÂ®,3.4,500000,0,1604,2445,3.40E+07,Free,1.4.0,5.0 and up,FAMILY,Entertainment,Everyone
Galaxy at War Online,3.9,1000000,0,1654,65119,4.60E+07,Free,2.1.0,3.0 and up,FAMILY,Strategy,Everyone 10+
Kingdoms at War: Hardcore PVP,4.3,1000000,0,1617,34898,9.20E+07,Free,4.05,4.0.3 and up,FAMILY,Strategy,Teen
Five Nights at Freddy's 4 Demo,4.4,10000000,0,2685,889425,4.50E+07,Free,1.1,2.3 and up,GAME,Action,Teen
Five Nights at Freddy's 3 Demo,4.5,10000000,0,2800,1041836,5.00E+07,Free,1.07,2.3 and up,GAME,Action,Teen
Fandom: Five Nights at Freddys,4.4,1000000,0,1639,17945,9.5,Free,2.9.8,4.4 and up,FAMILY,Entertainment,Mature 17+
Nights at Cube Pizzeria 3D â€“ 2,4,5000000,0,1801,47151,3.60E+07,Free,2.4.0,4.3 and up,GAME,Action,Everyone 10+
World at War: WW2 Strategy MMO,4.3,5000000,0,1651,107765,7.80E+07,Free,3.1.9,4.1 and up,FAMILY,Strategy,Everyone 10+
Five Tries At Love Dating Sim,4.2,1000000,0,1751,37165,2.20E+07,Free,5.1.0,2.3 and up,FAMILY,Simulation,Teen
Rivals at War: 2084,4,5000000,0,2250,174127,4.80E+07,Free,1.3,3.0 and up,FAMILY,Simulation,Teen
Multiple Videos at Same Time,4.4,1000000,0,1626,4706,1.5,Free,Z (Special Edition R9),4.4 and up,VIDEO_PLAYERS,Video Players & Editors,Everyone
Five Nights at Freddy's 2,4.6,500000,2.99,2938,73919,4.00E+07,Paid,1.07,2.3 and up,FAMILY,Strategy,Teen
Coloring Book at Five Nights,4,100000,0,2004,532,6.5,Free,1.6,2.3 and up,FAMILY,Educational,Everyone
Rivals at War: Firefight,4.4,5000000,0,2235,344819,5.10E+07,Free,1.4,3.0 and up,GAME,Action,Teen
Five nights at Minecraft,3.5,1000000,0,1831,9335,1.20E+07,Free,1.2,4.0.3 and up,FAMILY,Entertainment,Everyone
Five Nights at Freddy's,4.6,1000000,2.99,2921,100805,5.00E+07,Paid,1.85,2.3 and up,GAME,Action,Teen
Nights at Cube Pizzeria 3D â€“ 3,4,1000000,0,2099,15875,4.00E+07,Free,1.5,4.2 and up,FAMILY,Simulation,Teen
7 Nights at Pixel Pizzeria - 2,4,1000000,0,1606,23168,5.40E+07,Free,1.3.0,4.4 and up,GAME,Adventure,Teen
Nights at Slender Pizzeria 3D,4.1,100000,0,2019,2628,4.50E+07,Free,1.1,4.2 and up,GAME,Adventure,Teen
DIRECTV,4.1,10000000,0,1644,235486,6.30E+07,Free,5.9.006,4.1 and up,FAMILY,Entertainment,Teen
One Night at Golden Freddy's,3.3,100000,0,1820,2717,4,Free,0.1,2.3 and up,GAME,Action,Teen
DIRECTV for Tablets,3.9,1000000,0,1644,24123,6.90E+07,Free,5.9.006,4.1 and up,FAMILY,Entertainment,Teen
Nights at Cube Pizzeria 3D â€“ 4,4.1,500000,0,1598,7728,3.90E+07,Free,1.5.0,4.4 and up,GAME,Adventure,Teen
Five Nights at Neighbor House,4.2,100000,0,1770,2180,5.50E+07,Free,1.1.0,4.2 and up,GAME,Action,Everyone 10+
Asylum Night Shift - Five Nights Survival,4,5000000,0,1619,59223,4.60E+07,Free,1.6.5,4.1 and up,GAME,Action,Teen
Five Nights at Freddy's: SL,4.5,100000,2.99,2065,16162,9.90E+07,Paid,1.2,2.3 and up,GAME,Action,Teen
Two Nights at jumpscare,3.8,100000,0,1932,596,9.10E+07,Free,1,4.1 and up,GAME,Adventure,Teen
Five Nights at Pizzeria,3.5,100000,0,1734,1976,2.10E+07,Free,1.6,4.1 and up,GAME,Action,Teen
Block Battles: Heroes at War - Multiplayer PVP,4.3,500000,0,2392,6698,4.60E+07,Free,1.0.1,2.3 and up,GAME,Action,Everyone 10+
Five Nights at Freddy's 4,4.6,100000,2.99,2685,21266,4.50E+07,Paid,1.1,2.3 and up,GAME,Action,Teen
Five Nights at Flappy's,4.7,10000,0,1983,4041,2.40E+07,Free,1.5.14,2.3.3 and up,GAME,Arcade,Everyone
5 Nights at Cube Pizzeria City,3.8,100000,0,2108,2691,5.20E+07,Free,1.2,4.2 and up,GAME,Adventure,Teen
Five Nights at Freddy's 3,4.7,100000,2.99,2800,27856,5.00E+07,Paid,1.07,2.3 and up,GAME,Action,Teen
Undertale AU Amino,4.8,50000,0,1602,5369,6.30E+07,Free,1.8.19106,4.0.3 and up,SOCIAL,Social,Teen
au,3.2,1000000,0,2367,9126,5.8,Free,1.0.9,4.0 and up,FAMILY,Strategy,Everyone
Au Mobile: Audition ChÃ­nh Hiá»‡u,3.9,1000000,0,1598,85278,2.30E+07,Free,1.8.0716,4.0.3 and up,GAME,Music,Mature 17+
AU Mobile Indonesia,3.6,1000000,0,1667,16521,2.30E+07,Free,1.8.0502,2.3 and up,GAME,Music,Everyone
Au Bon Pain,3.7,10000,0,1592,70,2.60E+07,Free,1.4,5.0 and up,FOOD_AND_DRINK,Food & Drink,Everyone
Au Pair Legend,4.4,1000,0,1596,28,8.8,Free,3.5,5.0 and up,LIFESTYLE,Lifestyle,Everyone
Super Dancer,4.1,1000000,0,1591,91667,2.70E+07,Free,3.3,2.3 and up,GAME,Arcade,Everyone
AU Results - AU COE Corner,4,100000,0,1813,664,2.1,Free,2.2.5,4.1 and up,FAMILY,Education,Everyone
"view.com.au - Buy, Rent or Research Real Estate",3.1,50000,0,1892,212,1.20E+07,Free,2.1.4,4.1 and up,LIFESTYLE,Lifestyle,Everyone
Au Weather Free,4,100000,0,1627,1185,5,Free,2.47.2,2.3 and up,WEATHER,Weather,Everyone
BringGo AU & NZ,2.8,10000,0.99,1666,440,2.30E+07,Paid,2.5.9,2.3.3 and up,MAPS_AND_NAVIGATION,Maps & Navigation,Everyone
AU Spark,3.7,10000,0,1583,681,8.2,Free,5.06,4.4 and up,FAMILY,Education,Everyone
Rugby AU,2.7,1000,0,1806,17,1.40E+07,Free,1.0.0,4.1 and up,SPORTS,Sports,Everyone
Learners Test Free: AU Driver Knowledge Test (DKT),3.9,100000,0,1711,623,8.5,Free,3.5,4.1 and up,FAMILY,Education,Everyone
Au-allstar for KR,3.6,100000,0,1630,2433,4.70E+07,Free,1.6.4,4.3 and up,GAME,Music,Everyone
STUCOR - AU,4.5,100000,0,1640,1827,1.20E+07,Free,1.3,4.1 and up,FAMILY,Education,Everyone
loans.com.au Smart Money,3.5,1000,0,1649,30,1.70E+07,Free,1.4.0,4.1 and up,FINANCE,Finance,Everyone
AU Students Zone (Result 2016),4,10000,0,2344,97,3.9,Free,1.1,4.0 and up,FAMILY,Education,Everyone
AU Results 2017 Auzone,3.8,100000,0,2129,762,4.1,Free,2,4.0 and up,FAMILY,Education,Everyone
Au Pair,3.6,10000,0,1935,58,1.50E+07,Free,1.3.0,4.2 and up,SOCIAL,Social,Everyone
AU Call Blocker - Block Unwanted Calls Texts 2018,4.2,1000,0,1682,16,3.3,Free,1.0.4,4.1 and up,COMMUNICATION,Communication,Everyone
realcommercial.com.au,4.4,50000,0,1619,128,6.7,Free,2.6.1,5.0 and up,BUSINESS,Business,Everyone
Powershop AU,4,10000,0,1603,498,1.10E+07,Free,1.35.1,4.0.3 and up,TOOLS,Tools,Everyone
Australia Newspapers - AU News Apps,4.7,1000,0,1607,48,4.1,Free,7.0.0,4.0.3 and up,NEWS_AND_MAGAZINES,News & Magazines,Everyone
Dance On Mobile,4.1,1000000,0,1693,23609,3.10E+07,Free,1.26,4.0 and up,FAMILY,Casual,Teen
Super Dancer VN,4,500000,0,1593,24312,2.50E+07,Free,3.3,4.0.3 and up,GAME,Music,Everyone
Neuvaine au Saint-Esprit,4.7,10000,0,1900,57,5.8,Free,1.1,4.0 and up,LIFESTYLE,Lifestyle,Everyone
allhomes.com.au,3.8,100000,0,1583,874,1.20E+07,Free,5.13.1,4.3 and up,HOUSE_AND_HOME,House & Home,Everyone
Jobs in Canada - Emplois au Canada,5,1000,0,1579,2,1.40E+07,Free,1.1,4.2 and up,BUSINESS,Business,Teen
Predator Calls for Hunting AU,4.4,10000,0,2311,27,7.80E+07,Free,1,4.0.3 and up,SPORTS,Sports,Everyone
Love Dance,4,1000000,0,1631,29462,4.40E+07,Free,1.1.7,4.0 and up,GAME,Music,Teen
Avatar Musik,3.8,1000000,0,1756,159063,8.50E+07,Free,0.8.0,4.0 and up,GAME,Music,Everyone
Job'Of - Emploi au Cameroun,4.1,10000,0,1610,294,9.8,Free,4.1.2,4.0 and up,BUSINESS,Business,Everyone
Mali 7 - ActualitÃ©s au Mali,4.3,50000,0,2063,697,5.7,Free,2.4,4.1 and up,NEWS_AND_MAGAZINES,News & Magazines,Everyone
Total AV,3.4,100000,0,1689,617,4.60E+07,Free,1.5.3,4.1 and up,PRODUCTIVITY,Productivity,Everyone
æ—¥æœ¬AVåŽ†å²,4.1,10000,0,1731,215,3.00E+07,Free,1.2,4.0 and up,BOOKS_AND_REFERENCE,Books & Reference,Teen
AV Buddy Free,4.1,5000,0,2094,25,4.70E+07,Free,1.2,4.1 and up,FAMILY,Education,Everyone
AV HD Video Player,3.8,1000,0,1777,6,2.30E+07,Free,1,4.4 and up,FAMILY,Entertainment,Everyone
Avakin Life - 3D virtual world,4.4,10000000,0,1612,1275373,9.10E+07,Free,1.021.10,4.1 and up,FAMILY,Role Playing,Teen
AV-IPTV,4.4,1000,0,1679,43,4.40E+07,Free,1,4.1 and up,VIDEO_PLAYERS,Video Players & Editors,Everyone
"HD Video Player (wmv,avi,mp4,flv,av,mpg,mkv)2017",3.3,10000,0,1939,171,4.8,Free,1.1,4.1 and up,VIDEO_PLAYERS,Video Players & Editors,Everyone
Baby Monitor AV,3.3,100000,0,3192,1434,9.5,Free,1.2.5,2.3 and up,COMMUNICATION,Communication,Everyone
HD Video Player - Video & MP3 Player | AV Player |,4.4,5000,0,1731,22,1.90E+07,Free,1.0.1,4.0 and up,VIDEO_PLAYERS,Video Players & Editors,Everyone
Remote for Onkyo AV Receivers & Smart TV/Blu-Ray,3.7,100000,0,1584,701,7.3,Free,Cow V3.15,4.3 and up,TOOLS,Tools,Everyone
LG AV REMOTE,3.4,1000000,0,2372,2420,1.8,Free,1.1.8,2.3.3 and up,TOOLS,Tools,Everyone
App Seguridad AV Villas,2.3,50000,0,1876,251,5.7,Free,1.0.5,4.0 and up,FINANCE,Finance,Everyone
Gogo Vision (Biz Av),3.3,1000,0,1926,11,7.3,Free,3.4.0,4.1 and up,FAMILY,Entertainment,Teen
Ai-Ball AV Recorder,2.7,5000,2.99,1869,90,4,Paid,13,2.3.3 and up,PHOTOGRAPHY,Photography,Everyone
Norton Security and Antivirus,4.6,10000000,0,1589,1170641,2.60E+07,Free,4.2.1.4174,4.1 and up,TOOLS,Tools,Everyone
AV Pro Voice Changer,3.5,50000,0,2346,174,5.6,Free,1.0.3,4.0 and up,FAMILY,Entertainment,Everyone
Remote For Pioneer AV Receivers and Blu-Ray,3.4,50000,0,1644,150,7.3,Free,Cow V3.11,4.1 and up,TOOLS,Tools,Everyone
AV Phonetics,4.3,10000,0,2108,259,4.90E+07,Free,1.3.2,4.0 and up,FAMILY,Education,Everyone
